work_order_id,opened_at,closed_at,property_area,system_type,issue_type,maintenance_type,priority,shift,technician_id,asset_age_years,guest_impact,room_out_of_order,response_minutes,repair_minutes,downtime_hours,labor_hours,parts_cost,labor_cost,total_cost,sla_target_minutes,sla_met,repeat_within_30_days,guest_satisfaction
WO-00532,2025-10-06 10:01:00,2025-10-06 13:14:00,Kitchen,Plumbing,Fixture leak,Corrective,Medium,Day,ENG-04,10,False,False,83,110,3.22,1.83,16.94,70.45,87.39,120,True,False,
WO-00585,2025-10-07 07:05:00,2025-10-07 09:26:00,Kitchen,Refrigeration,Temperature above range,Preventive,Medium,Day,ENG-04,13,False,False,39,102,2.35,1.7,56.72,65.45,122.17,120,True,False,
WO-00928,2025-10-07 15:57:00,2025-10-07 19:33:00,Meeting Space,Refrigeration,Compressor fault,Corrective,Low,Evening,ENG-07,12,False,False,99,117,3.6,1.95,312.53,75.08,387.61,240,True,False,
WO-00017,2025-10-07 16:42:00,2025-10-07 18:22:00,Guest Room,Plumbing,Preventive inspection,Preventive,Medium,Evening,ENG-06,10,True,False,61,39,1.67,0.65,96.36,25.03,121.39,120,True,False,3.9
WO-01056,2025-10-07 17:14:00,2025-10-07 20:46:00,Lobby,General Maintenance,Signage repair,Corrective,Low,Evening,ENG-06,16,False,False,137,75,3.53,1.25,155.42,48.12,203.54,240,True,True,
WO-00826,2025-10-07 18:23:00,2025-10-07 21:11:00,Guest Room,HVAC,Room not cooling,Corrective,Medium,Evening,ENG-06,10,True,False,66,102,2.8,1.7,389.25,65.45,454.7,120,True,False,4.3
WO-00249,2025-10-07 19:46:00,2025-10-07 23:15:00,Guest Room,HVAC,Thermostat fault,Preventive,Low,Evening,ENG-06,1,True,False,119,90,3.48,1.5,129.98,57.75,187.73,240,True,False,4.5
WO-01084,2025-10-07 20:18:00,2025-10-07 23:07:00,Guest Room,HVAC,Condensate leak,Corrective,Medium,Evening,ENG-05,3,True,False,65,104,2.82,1.73,24.47,66.61,91.08,120,True,False,4.1
WO-00850,2025-10-07 22:11:00,2025-10-08 01:35:00,Mechanical Room,Refrigeration,Coil cleaning,Preventive,Low,Evening,ENG-05,8,False,False,126,78,3.4,1.3,63.46,50.05,113.51,240,True,False,
WO-00069,2025-10-08 06:18:00,2025-10-08 09:13:00,Kitchen,Electrical,Control panel fault,Corrective,Medium,Overnight,ENG-08,4,True,False,61,114,2.92,1.9,7.92,73.15,81.07,120,True,False,4.5
WO-01200,2025-10-08 17:04:00,2025-10-08 19:32:00,Meeting Space,HVAC,Fan motor failure,Corrective,High,Evening,ENG-07,9,True,False,17,131,2.47,2.18,84.0,83.93,167.93,30,True,False,4.1
WO-00607,2025-10-08 21:14:00,2025-10-08 23:20:00,Guest Room,Plumbing,Fixture leak,Corrective,Medium,Evening,ENG-07,4,True,False,54,72,2.1,1.2,45.27,46.2,91.47,120,True,False,4.9
WO-01095,2025-10-09 00:35:00,2025-10-09 03:19:00,Mechanical Room,Refrigeration,Door seal failure,Corrective,Medium,Overnight,ENG-08,6,False,False,80,84,2.73,1.4,98.87,53.9,152.77,120,True,True,
WO-00455,2025-10-09 03:12:00,2025-10-09 04:50:00,Exterior,General Maintenance,Signage repair,Corrective,Medium,Overnight,ENG-08,8,False,False,49,49,1.63,0.82,95.54,31.57,127.11,120,True,False,
WO-01063,2025-10-09 07:14:00,2025-10-09 09:58:00,Kitchen,General Maintenance,Door hardware,Corrective,Low,Day,ENG-02,2,False,False,130,34,2.73,0.57,97.51,21.94,119.45,240,True,False,
WO-01049,2025-10-09 10:35:00,2025-10-09 13:02:00,Meeting Space,Electrical,Control panel fault,Corrective,Medium,Day,ENG-03,13,False,False,69,78,2.45,1.3,84.03,50.05,134.08,120,True,False,
WO-00941,2025-10-09 23:08:00,2025-10-10 01:36:00,Guest Room,Plumbing,Preventive inspection,Corrective,Medium,Overnight,ENG-08,8,True,False,49,99,2.47,1.65,55.07,63.52,118.59,120,True,True,4.9
WO-00584,2025-10-10 02:34:00,2025-10-10 05:33:00,Kitchen,Refrigeration,Coil cleaning,Corrective,High,Overnight,ENG-08,11,False,False,24,155,2.98,2.58,166.7,99.33,266.03,30,True,False,
WO-00374,2025-10-10 07:14:00,2025-10-10 10:08:00,Guest Room,HVAC,Room not cooling,Corrective,Medium,Day,ENG-01,7,True,False,56,118,2.9,1.97,138.92,75.84,214.76,120,True,False,4.5
WO-00276,2025-10-10 14:13:00,2025-10-10 15:25:00,Kitchen,Refrigeration,Coil cleaning,Corrective,Emergency,Day,ENG-01,1,False,False,8,64,1.2,1.07,53.6,41.2,94.8,15,True,False,
WO-00441,2025-10-11 13:30:00,2025-10-11 15:28:00,Guest Room,Electrical,Preventive inspection,Preventive,Medium,Day,ENG-03,9,True,False,55,63,1.97,1.05,19.99,40.43,60.42,120,True,False,4.4
WO-00628,2025-10-12 04:26:00,2025-10-12 07:39:00,Guest Room,HVAC,Thermostat fault,Corrective,Medium,Overnight,ENG-08,1,True,False,92,101,3.22,1.68,123.74,64.68,188.42,120,True,False,4.4
WO-00286,2025-10-12 10:37:00,2025-10-12 12:14:00,Guest Room,General Maintenance,Door hardware,Corrective,Emergency,Day,ENG-01,3,True,True,11,86,1.62,1.43,12.28,55.05,67.33,15,True,False,4.7
WO-00640,2025-10-12 12:05:00,2025-10-12 15:11:00,Lobby,HVAC,Fan motor failure,Corrective,Medium,Day,ENG-01,13,False,False,40,146,3.1,2.43,73.01,93.56,166.57,120,True,False,
WO-00840,2025-10-12 14:07:00,2025-10-12 15:42:00,Lobby,Electrical,Preventive inspection,Preventive,Medium,Day,ENG-02,7,False,False,37,58,1.58,0.97,23.39,37.34,60.73,120,True,False,
WO-00747,2025-10-12 18:34:00,2025-10-12 21:10:00,Guest Room,Plumbing,Preventive inspection,Preventive,Medium,Evening,ENG-07,8,False,False,71,85,2.6,1.42,31.65,54.67,86.32,120,True,False,
WO-01122,2025-10-12 21:00:00,2025-10-12 23:02:00,Kitchen,Plumbing,Low water pressure,Corrective,Medium,Evening,ENG-05,10,False,False,72,50,2.03,0.83,123.34,31.95,155.29,120,True,False,
WO-00226,2025-10-13 13:13:00,2025-10-13 16:15:00,Lobby,Electrical,Control panel fault,Corrective,High,Day,ENG-02,9,False,False,28,154,3.03,2.57,67.99,98.94,166.93,30,True,False,
WO-00815,2025-10-13 15:06:00,2025-10-13 16:59:00,Mechanical Room,HVAC,Room not cooling,Corrective,High,Evening,ENG-07,3,False,False,28,85,1.88,1.42,316.52,54.67,371.19,30,True,False,
WO-00445,2025-10-13 21:36:00,2025-10-13 23:05:00,Guest Room,Electrical,Outlet failure,Corrective,Medium,Evening,ENG-06,4,True,False,31,58,1.48,0.97,198.19,37.34,235.53,120,True,False,4.1
WO-00985,2025-10-14 14:40:00,2025-10-14 19:13:00,Laundry,Plumbing,Low water pressure,Corrective,Low,Day,ENG-04,6,False,False,202,71,4.55,1.18,196.17,45.43,241.6,240,True,False,
WO-00366,2025-10-14 19:17:00,2025-10-14 20:18:00,Lobby,Electrical,Control panel fault,Corrective,Emergency,Evening,ENG-07,1,False,False,12,49,1.02,0.82,109.2,31.57,140.77,15,True,False,
WO-01184,2025-10-15 08:49:00,2025-10-15 12:01:00,Mechanical Room,HVAC,Room not cooling,Preventive,Low,Day,ENG-04,8,False,False,134,58,3.2,0.97,55.07,37.34,92.41,240,True,False,
WO-00278,2025-10-15 21:25:00,2025-10-16 01:07:00,Kitchen,Plumbing,Fixture leak,Corrective,Medium,Evening,ENG-07,1,False,False,123,99,3.7,1.65,44.57,63.52,108.09,120,False,False,
WO-01011,2025-10-16 18:59:00,2025-10-16 22:10:00,Mechanical Room,HVAC,Fan motor failure,Preventive,Low,Evening,ENG-07,4,False,False,140,51,3.18,0.85,8.68,32.73,41.41,240,True,False,
WO-01116,2025-10-16 20:28:00,2025-10-16 22:55:00,Meeting Space,HVAC,Thermostat fault,Corrective,High,Evening,ENG-06,16,False,False,40,107,2.45,1.78,64.56,68.53,133.09,30,False,False,
WO-01015,2025-10-17 14:09:00,2025-10-17 15:21:00,Guest Room,Electrical,Preventive inspection,Preventive,High,Day,ENG-03,7,True,True,18,54,1.2,0.9,81.46,34.65,116.11,30,True,False,4.3
WO-00727,2025-10-17 16:09:00,2025-10-17 19:02:00,Lobby,HVAC,Filter replacement,Corrective,Medium,Evening,ENG-07,7,False,False,58,115,2.88,1.92,106.79,73.92,180.71,120,True,False,
WO-01141,2025-10-17 18:58:00,2025-10-17 23:11:00,Kitchen,Refrigeration,Temperature above range,Preventive,Low,Evening,ENG-06,9,False,False,137,116,4.22,1.93,27.84,74.3,102.14,240,True,False,
WO-00266,2025-10-17 20:23:00,2025-10-17 21:28:00,Exterior,General Maintenance,Door hardware,Corrective,High,Evening,ENG-05,3,True,False,17,48,1.08,0.8,47.45,30.8,78.25,30,True,False,4.5
WO-00120,2025-10-18 17:44:00,2025-10-18 19:53:00,Mechanical Room,Plumbing,Preventive inspection,Preventive,Medium,Evening,ENG-05,6,True,False,48,81,2.15,1.35,6.19,51.98,58.17,120,True,False,4.1
WO-00132,2025-10-18 22:25:00,2025-10-19 00:19:00,Kitchen,Electrical,Preventive inspection,Preventive,Medium,Evening,ENG-06,5,False,False,57,57,1.9,0.95,43.22,36.57,79.79,120,True,False,
WO-01147,2025-10-19 09:42:00,2025-10-19 12:06:00,Meeting Space,General Maintenance,Preventive inspection,Corrective,Emergency,Day,ENG-03,4,False,False,11,133,2.4,2.22,55.24,85.47,140.71,15,True,False,
WO-00919,2025-10-19 17:52:00,2025-10-19 19:44:00,Kitchen,Plumbing,Low water pressure,Corrective,High,Evening,ENG-06,6,False,False,20,92,1.87,1.53,70.33,58.91,129.24,30,True,False,
WO-00969,2025-10-19 19:47:00,2025-10-19 23:48:00,Guest Room,Plumbing,Preventive inspection,Preventive,Low,Evening,ENG-05,6,True,False,190,51,4.02,0.85,23.93,32.73,56.66,240,True,False,3.8
WO-00431,2025-10-20 09:45:00,2025-10-20 13:41:00,Guest Room,HVAC,Fan motor failure,Corrective,High,Day,ENG-02,1,True,True,18,218,3.93,3.63,329.04,139.75,468.79,30,True,False,4.2
WO-00235,2025-10-20 14:11:00,2025-10-20 16:23:00,Guest Room,Plumbing,Fixture leak,Corrective,Medium,Day,ENG-04,6,True,False,52,80,2.2,1.33,75.49,51.21,126.7,120,True,False,4.1
WO-00085,2025-10-20 22:25:00,2025-10-21 00:10:00,Guest Room,HVAC,Thermostat fault,Preventive,Medium,Evening,ENG-07,12,True,False,48,57,1.75,0.95,102.82,36.57,139.39,120,True,False,4.2
WO-00538,2025-10-20 22:50:00,2025-10-21 00:20:00,Lobby,Electrical,Control panel fault,Corrective,High,Evening,ENG-06,9,False,False,21,69,1.5,1.15,39.35,44.27,83.62,30,True,False,
WO-00788,2025-10-21 06:36:00,2025-10-21 08:52:00,Guest Room,Plumbing,Fixture leak,Corrective,High,Overnight,ENG-08,14,True,True,35,101,2.27,1.68,43.67,64.68,108.35,30,False,False,3.4
WO-00809,2025-10-21 10:11:00,2025-10-21 13:22:00,Guest Room,Plumbing,Preventive inspection,Corrective,Low,Day,ENG-02,6,False,False,121,70,3.18,1.17,111.15,45.04,156.19,240,True,False,
WO-01062,2025-10-21 11:04:00,2025-10-21 12:55:00,Guest Room,Electrical,Lighting outage,Corrective,High,Day,ENG-02,1,True,True,34,77,1.85,1.28,52.16,49.28,101.44,30,False,False,3.2
WO-01188,2025-10-21 12:06:00,2025-10-21 13:38:00,Guest Room,HVAC,Fan motor failure,Preventive,Low,Day,ENG-02,9,True,False,44,48,1.53,0.8,88.45,30.8,119.25,240,True,False,4.9
WO-00617,2025-10-22 03:05:00,2025-10-22 06:42:00,Meeting Space,HVAC,Thermostat fault,Corrective,Medium,Overnight,ENG-09,15,False,False,110,107,3.62,1.78,628.21,68.53,696.74,120,True,True,
WO-00269,2025-10-22 06:37:00,2025-10-22 09:15:00,Guest Room,HVAC,Condensate leak,Corrective,Medium,Overnight,ENG-09,10,True,False,65,93,2.63,1.55,123.37,59.68,183.05,120,True,False,4.2
WO-00935,2025-10-22 08:42:00,2025-10-22 10:25:00,Guest Room,General Maintenance,Furniture repair,Corrective,Medium,Day,ENG-02,16,False,False,52,51,1.72,0.85,22.97,32.73,55.7,120,True,False,
WO-00311,2025-10-22 09:19:00,2025-10-22 10:59:00,Laundry,Refrigeration,Ice buildup,Corrective,Emergency,Day,ENG-02,7,True,False,6,94,1.67,1.57,143.66,60.45,204.11,15,True,False,3.6
WO-00825,2025-10-22 10:19:00,2025-10-22 14:26:00,Mechanical Room,Refrigeration,Coil cleaning,Corrective,Low,Day,ENG-01,3,False,False,102,145,4.12,2.42,246.07,93.17,339.24,240,True,False,
WO-00957,2025-10-22 13:19:00,2025-10-22 16:19:00,Kitchen,Refrigeration,Ice buildup,Corrective,High,Day,ENG-01,8,False,False,17,163,3.0,2.72,207.28,104.72,312.0,30,True,False,
WO-00805,2025-10-22 14:13:00,2025-10-22 16:01:00,Guest Room,HVAC,Fan motor failure,Preventive,Medium,Day,ENG-03,8,True,False,43,65,1.8,1.08,52.64,41.58,94.22,120,True,False,4.3
WO-00721,2025-10-22 16:40:00,2025-10-22 18:15:00,Lobby,General Maintenance,Furniture repair,Corrective,Medium,Evening,ENG-07,14,False,False,43,52,1.58,0.87,10.43,33.49,43.92,120,True,False,
WO-01195,2025-10-22 17:51:00,2025-10-22 20:55:00,Kitchen,Refrigeration,Temperature above range,Corrective,Medium,Evening,ENG-06,6,False,False,43,141,3.07,2.35,392.64,90.48,483.12,120,True,False,
WO-00437,2025-10-23 01:10:00,2025-10-23 04:02:00,Kitchen,Electrical,Breaker trip,Corrective,Low,Overnight,ENG-09,8,False,False,124,48,2.87,0.8,146.05,30.8,176.85,240,True,False,
WO-00195,2025-10-23 08:42:00,2025-10-23 10:31:00,Guest Room,General Maintenance,Preventive inspection,Preventive,Medium,Day,ENG-01,5,False,False,74,35,1.82,0.58,20.35,22.33,42.68,120,True,False,
WO-00942,2025-10-23 09:40:00,2025-10-23 11:38:00,Guest Room,Plumbing,Drain blockage,Corrective,High,Day,ENG-03,12,False,False,29,89,1.97,1.48,107.51,56.98,164.49,30,True,True,
WO-00992,2025-10-23 16:55:00,2025-10-23 20:56:00,Kitchen,Refrigeration,Compressor fault,Corrective,Medium,Evening,ENG-06,11,False,False,119,122,4.02,2.03,47.78,78.15,125.93,120,True,False,
WO-01120,2025-10-23 18:56:00,2025-10-23 23:32:00,Mechanical Room,HVAC,Filter replacement,Preventive,Low,Evening,ENG-06,8,False,False,193,83,4.6,1.38,36.73,53.13,89.86,240,True,False,
WO-00472,2025-10-24 09:27:00,2025-10-24 12:27:00,Guest Room,Plumbing,Preventive inspection,Corrective,Medium,Day,ENG-02,12,False,False,51,129,3.0,2.15,64.53,82.77,147.3,120,True,True,
WO-00947,2025-10-24 20:45:00,2025-10-24 23:24:00,Guest Room,HVAC,Fan motor failure,Preventive,Medium,Evening,ENG-06,11,False,False,51,108,2.65,1.8,74.71,69.3,144.01,120,True,False,
WO-01010,2025-10-25 07:24:00,2025-10-25 09:29:00,Guest Room,General Maintenance,Door hardware,Corrective,Medium,Day,ENG-04,8,True,False,76,49,2.08,0.82,17.55,31.57,49.12,120,True,False,3.8
WO-01036,2025-10-25 08:24:00,2025-10-25 11:10:00,Guest Room,HVAC,Condensate leak,Corrective,High,Day,ENG-01,9,True,False,13,153,2.77,2.55,13.84,98.17,112.01,30,True,False,4.5
WO-00391,2025-10-25 13:20:00,2025-10-25 15:55:00,Guest Room,HVAC,Thermostat fault,Corrective,High,Day,ENG-01,12,True,True,25,130,2.58,2.17,248.15,83.55,331.7,30,True,False,4.4
WO-00001,2025-10-25 19:17:00,2025-10-25 22:14:00,Mechanical Room,HVAC,Fan motor failure,Preventive,Low,Evening,ENG-05,7,False,False,123,54,2.95,0.9,95.33,34.65,129.98,240,True,False,
WO-01091,2025-10-25 22:27:00,2025-10-26 01:31:00,Lobby,HVAC,Room not cooling,Preventive,Medium,Evening,ENG-07,7,False,False,115,69,3.07,1.15,22.0,44.27,66.27,120,True,False,
WO-00338,2025-10-27 20:10:00,2025-10-27 22:45:00,Guest Room,HVAC,Fan motor failure,Preventive,Medium,Evening,ENG-06,3,True,False,54,101,2.58,1.68,114.27,64.68,178.95,120,True,False,4.2
WO-00648,2025-10-27 21:42:00,2025-10-28 00:20:00,Guest Room,Electrical,Preventive inspection,Preventive,Low,Evening,ENG-07,9,True,False,95,63,2.63,1.05,19.65,40.43,60.08,240,True,False,4.7
WO-01002,2025-10-28 08:42:00,2025-10-28 10:03:00,Guest Room,General Maintenance,Preventive inspection,Corrective,Medium,Day,ENG-04,4,True,False,37,44,1.35,0.73,33.83,28.11,61.94,120,True,True,4.4
WO-00382,2025-10-28 08:44:00,2025-10-28 13:15:00,Guest Room,HVAC,Filter replacement,Corrective,Medium,Day,ENG-03,8,True,False,61,210,4.52,3.5,175.37,134.75,310.12,120,True,False,3.9
WO-00544,2025-10-28 12:43:00,2025-10-28 14:52:00,Kitchen,Refrigeration,Coil cleaning,Corrective,High,Day,ENG-03,8,False,False,23,106,2.15,1.77,117.1,68.14,185.24,30,True,False,
WO-00976,2025-10-28 19:39:00,2025-10-28 22:05:00,Guest Room,General Maintenance,Preventive inspection,Corrective,Medium,Evening,ENG-07,12,True,False,82,64,2.43,1.07,82.78,41.2,123.98,120,True,False,3.9
WO-00982,2025-10-29 13:30:00,2025-10-29 16:04:00,Guest Room,Life Safety,Panel communication fault,Corrective,High,Day,ENG-02,13,True,True,46,108,2.57,1.8,37.91,69.3,107.21,30,False,False,4.2
WO-00667,2025-10-30 16:58:00,2025-10-30 20:00:00,Guest Room,Plumbing,Preventive inspection,Preventive,Low,Evening,ENG-06,7,True,False,134,48,3.03,0.8,35.16,30.8,65.96,240,True,False,4.5
WO-00449,2025-10-30 20:39:00,2025-10-30 23:05:00,Mechanical Room,Refrigeration,Temperature above range,Corrective,Emergency,Evening,ENG-05,4,False,False,20,126,2.43,2.1,349.86,80.85,430.71,15,False,False,
WO-00043,2025-10-31 00:41:00,2025-10-31 01:57:00,Exterior,General Maintenance,Furniture repair,Corrective,High,Overnight,ENG-08,1,True,False,36,40,1.27,0.67,7.77,25.8,33.57,30,False,False,3.7
WO-00521,2025-11-01 07:53:00,2025-11-01 09:23:00,Kitchen,Plumbing,Fixture leak,Corrective,Emergency,Day,ENG-04,2,False,False,11,79,1.5,1.32,221.82,50.82,272.64,15,True,False,
WO-00713,2025-11-01 08:14:00,2025-11-01 09:25:00,Guest Room,General Maintenance,Door hardware,Corrective,High,Day,ENG-02,1,False,False,21,50,1.18,0.83,42.57,31.95,74.52,30,True,False,
WO-00021,2025-11-01 13:45:00,2025-11-01 16:33:00,Guest Room,HVAC,Room not cooling,Preventive,Low,Day,ENG-01,10,True,False,96,72,2.8,1.2,26.35,46.2,72.55,240,True,True,4.7
WO-00317,2025-11-01 17:28:00,2025-11-01 20:43:00,Guest Room,HVAC,Room not cooling,Preventive,Low,Evening,ENG-06,8,True,False,146,49,3.25,0.82,52.42,31.57,83.99,240,True,False,4.2
WO-00254,2025-11-01 17:39:00,2025-11-01 21:20:00,Guest Room,HVAC,Fan motor failure,Preventive,Low,Evening,ENG-05,13,True,False,126,95,3.68,1.58,99.2,60.83,160.03,240,True,False,4.5
WO-00244,2025-11-02 01:01:00,2025-11-02 05:01:00,Guest Room,HVAC,Thermostat fault,Corrective,Medium,Overnight,ENG-08,9,True,False,129,111,4.0,1.85,431.77,71.23,503.0,120,False,False,3.2
WO-00567,2025-11-02 06:40:00,2025-11-02 08:53:00,Guest Room,HVAC,Condensate leak,Corrective,High,Overnight,ENG-08,8,True,True,42,91,2.22,1.52,10.87,58.52,69.39,30,False,False,3.6
WO-00361,2025-11-02 10:44:00,2025-11-02 12:58:00,Meeting Space,HVAC,Thermostat fault,Corrective,Medium,Day,ENG-02,6,True,False,73,61,2.23,1.02,93.27,39.27,132.54,120,True,False,4.2
WO-00853,2025-11-02 21:19:00,2025-11-02 23:00:00,Exterior,Electrical,Lighting outage,Corrective,High,Evening,ENG-05,3,False,False,17,84,1.68,1.4,73.51,53.9,127.41,30,True,False,
WO-00301,2025-11-03 14:58:00,2025-11-03 18:24:00,Meeting Space,Electrical,Outlet failure,Corrective,Low,Day,ENG-01,6,False,False,145,61,3.43,1.02,59.94,39.27,99.21,240,True,False,
WO-00316,2025-11-04 11:01:00,2025-11-04 13:19:00,Meeting Space,General Maintenance,Signage repair,Corrective,Low,Day,ENG-04,1,False,False,101,37,2.3,0.62,5.04,23.87,28.91,240,True,False,
WO-00057,2025-11-04 11:02:00,2025-11-04 12:44:00,Mechanical Room,Plumbing,Fixture leak,Corrective,High,Day,ENG-01,8,True,False,22,80,1.7,1.33,159.54,51.21,210.75,30,True,False,4.6
WO-00078,2025-11-04 14:54:00,2025-11-04 17:38:00,Mechanical Room,HVAC,Thermostat fault,Corrective,Medium,Day,ENG-01,7,False,False,48,116,2.73,1.93,148.24,74.3,222.54,120,True,False,
WO-00294,2025-11-04 16:15:00,2025-11-04 19:29:00,Kitchen,Refrigeration,Compressor fault,Preventive,Medium,Evening,ENG-07,14,False,False,76,118,3.23,1.97,21.56,75.84,97.4,120,True,False,
WO-00773,2025-11-04 17:18:00,2025-11-04 19:03:00,Exterior,General Maintenance,Preventive inspection,Preventive,Medium,Evening,ENG-07,15,False,False,54,51,1.75,0.85,46.03,32.73,78.76,120,True,False,
WO-00549,2025-11-04 18:22:00,2025-11-04 20:37:00,Guest Room,Plumbing,Preventive inspection,Corrective,High,Evening,ENG-07,8,True,False,11,124,2.25,2.07,119.17,79.69,198.86,30,True,False,4.0
WO-00400,2025-11-04 19:22:00,2025-11-04 22:05:00,Kitchen,Refrigeration,Coil cleaning,Corrective,Medium,Evening,ENG-05,6,False,False,37,126,2.72,2.1,14.86,80.85,95.71,120,True,False,
WO-00304,2025-11-05 06:26:00,2025-11-05 08:14:00,Guest Room,Plumbing,Drain blockage,Corrective,High,Overnight,ENG-09,5,True,False,31,77,1.8,1.28,2.96,49.28,52.24,30,False,False,2.9
WO-01142,2025-11-05 14:56:00,2025-11-05 17:27:00,Mechanical Room,Life Safety,Exit sign failure,Corrective,Medium,Day,ENG-03,1,False,False,48,103,2.52,1.72,113.83,66.22,180.05,120,True,False,
WO-00259,2025-11-05 16:59:00,2025-11-05 20:35:00,Lobby,Electrical,Lighting outage,Corrective,Low,Evening,ENG-07,11,False,False,147,69,3.6,1.15,29.47,44.27,73.74,240,True,False,
WO-00164,2025-11-05 18:34:00,2025-11-05 20:33:00,Guest Room,General Maintenance,Door hardware,Corrective,Medium,Evening,ENG-07,14,True,False,71,48,1.98,0.8,15.78,30.8,46.58,120,True,False,4.3
WO-00868,2025-11-05 19:23:00,2025-11-05 21:47:00,Guest Room,HVAC,Fan motor failure,Corrective,Medium,Evening,ENG-05,5,True,False,53,91,2.4,1.52,106.46,58.52,164.98,120,True,False,4.6
WO-00893,2025-11-06 05:41:00,2025-11-06 08:11:00,Meeting Space,Refrigeration,Compressor fault,Preventive,Medium,Overnight,ENG-09,3,False,False,91,59,2.5,0.98,101.76,37.73,139.49,120,True,False,
WO-00213,2025-11-06 09:52:00,2025-11-06 10:57:00,Guest Room,General Maintenance,Door hardware,Corrective,High,Day,ENG-01,4,True,True,26,39,1.08,0.65,17.15,25.03,42.18,30,True,True,4.9
WO-00188,2025-11-06 15:39:00,2025-11-06 18:36:00,Guest Room,Electrical,Preventive inspection,Corrective,Medium,Evening,ENG-05,13,True,False,80,97,2.95,1.62,95.07,62.37,157.44,120,True,False,4.8
WO-00512,2025-11-06 16:43:00,2025-11-06 19:01:00,Laundry,Plumbing,Fixture leak,Corrective,Medium,Evening,ENG-05,6,False,False,46,92,2.3,1.53,85.25,58.91,144.16,120,True,False,
WO-00860,2025-11-06 17:52:00,2025-11-06 19:01:00,Guest Room,Plumbing,Fixture leak,Corrective,High,Evening,ENG-05,7,True,False,15,54,1.15,0.9,83.58,34.65,118.23,30,True,False,4.8
WO-00373,2025-11-06 23:31:00,2025-11-07 05:15:00,Guest Room,HVAC,Room not cooling,Corrective,Low,Overnight,ENG-09,15,False,False,180,164,5.73,2.73,214.42,105.11,319.53,240,True,False,
WO-00341,2025-11-07 12:13:00,2025-11-07 14:18:00,Guest Room,Plumbing,Fixture leak,Corrective,Emergency,Day,ENG-01,1,False,False,10,115,2.08,1.92,99.48,73.92,173.4,15,True,False,
WO-00024,2025-11-07 19:50:00,2025-11-07 23:38:00,Guest Room,HVAC,Thermostat fault,Preventive,Low,Evening,ENG-07,8,False,False,160,68,3.8,1.13,9.59,43.5,53.09,240,True,False,
WO-00372,2025-11-08 08:37:00,2025-11-08 10:54:00,Mechanical Room,Plumbing,Fixture leak,Corrective,Medium,Day,ENG-02,17,False,False,45,92,2.28,1.53,150.07,58.91,208.98,120,True,False,
WO-00742,2025-11-08 12:57:00,2025-11-08 15:49:00,Kitchen,Refrigeration,Door seal failure,Corrective,Medium,Day,ENG-03,7,False,False,61,111,2.87,1.85,148.28,71.23,219.51,120,True,False,
WO-00335,2025-11-08 16:20:00,2025-11-08 18:09:00,Mechanical Room,HVAC,Thermostat fault,Corrective,High,Evening,ENG-05,8,False,False,22,87,1.82,1.45,77.91,55.82,133.73,30,True,False,
WO-01054,2025-11-08 17:57:00,2025-11-08 20:15:00,Guest Room,Plumbing,Drain blockage,Corrective,Medium,Evening,ENG-06,3,True,False,47,91,2.3,1.52,66.37,58.52,124.89,120,True,False,4.5
WO-00657,2025-11-09 09:14:00,2025-11-09 13:18:00,Laundry,Refrigeration,Door seal failure,Corrective,Medium,Day,ENG-01,4,False,False,93,151,4.07,2.52,213.2,97.02,310.22,120,True,False,
WO-00187,2025-11-10 07:55:00,2025-11-10 10:13:00,Exterior,Electrical,Outlet failure,Corrective,Medium,Day,ENG-02,5,False,False,39,99,2.3,1.65,110.72,63.52,174.24,120,True,False,
WO-00464,2025-11-10 21:44:00,2025-11-11 01:43:00,Mechanical Room,HVAC,Thermostat fault,Corrective,Low,Evening,ENG-06,9,False,False,158,81,3.98,1.35,79.5,51.98,131.48,240,True,False,
WO-00867,2025-11-11 07:49:00,2025-11-11 10:28:00,Kitchen,Refrigeration,Ice buildup,Corrective,Medium,Day,ENG-03,4,False,False,43,116,2.65,1.93,130.17,74.3,204.47,120,True,False,
WO-00819,2025-11-11 13:04:00,2025-11-11 15:38:00,Guest Room,HVAC,Room not cooling,Corrective,Medium,Day,ENG-04,12,True,False,50,104,2.57,1.73,207.76,66.61,274.37,120,True,False,5.0
WO-00112,2025-11-11 19:05:00,2025-11-11 22:43:00,Guest Room,HVAC,Filter replacement,Corrective,Medium,Evening,ENG-06,14,True,False,62,156,3.63,2.6,56.49,100.1,156.59,120,True,False,4.1
WO-00339,2025-11-11 20:24:00,2025-11-11 22:53:00,Kitchen,Refrigeration,Compressor fault,Corrective,Medium,Evening,ENG-07,11,False,False,49,100,2.48,1.67,192.4,64.3,256.7,120,True,False,
WO-00955,2025-11-12 08:54:00,2025-11-12 11:33:00,Guest Room,HVAC,Fan motor failure,Preventive,Low,Day,ENG-04,9,True,False,94,65,2.65,1.08,73.04,41.58,114.62,240,True,False,4.7
WO-00099,2025-11-12 09:34:00,2025-11-12 14:04:00,Mechanical Room,Refrigeration,Door seal failure,Corrective,Low,Day,ENG-01,6,False,False,111,159,4.5,2.65,108.45,102.02,210.47,240,True,False,
WO-00780,2025-11-13 08:03:00,2025-11-13 11:14:00,Mechanical Room,Plumbing,Preventive inspection,Corrective,Low,Day,ENG-03,2,False,False,97,94,3.18,1.57,97.11,60.45,157.56,240,True,False,
